L1:
0, 0
1.0, 0
1.0, 10.0
1.00078125, 10.0
1.00078125, 0
1.01078125, 0
1.01078125, 10.0
1.01083007812, 10.0
1.01083007812, 0
1.02083007812, 0
1.02083007812, 10.0
1.02161132812, 10.0
1.02161132812, 10.0
1.02239257812, 10.0
1.02239257812, 10.0
1.02317382812, 10.0
1.02317382812, 10.0
1.02395507812, 10.0
1.02395507812, 10.0
1.02473632812, 10.0
1.02473632812, 0
1.03161132812, 0
1.03161132812, 10.0
1.03166015625, 10.0
1.03166015625, 0
1.03239257812, 0
1.03239257812, 10.0
1.03244140625, 10.0
1.03244140625, 0
1.03317382812, 0
1.03317382812, 10.0
1.03322265625, 10.0
1.03322265625, 0
1.03395507812, 0
1.03395507812, 10.0
1.03400390625, 10.0
1.03400390625, 0
1.03473632812, 0
1.03473632812, 10.0
1.03478515625, 10.0
1.03478515625, 0
1.04166015625, 0
1.04166015625, 10.0
1.04244140625, 10.0
1.04244140625, 10.0
1.04322265625, 10.0
1.04322265625, 10.0
1.04400390625, 10.0
1.04400390625, 10.0
1.04478515625, 10.0
1.04478515625, 10.0
1.04556640625, 10.0
1.04556640625, 10.0
1.04634765625, 10.0
1.04634765625, 10.0
1.04712890625, 10.0
1.04712890625, 10.0
1.04791015625, 10.0
1.04791015625, 10.0
1.04869140625, 10.0
1.04869140625, 10.0
1.04947265625, 10.0
1.04947265625, 0
1.05244140625, 0
1.05244140625, 10.0
1.05249023437, 10.0
1.05249023437, 0
1.05322265625, 0
1.05322265625, 10.0
1.05327148437, 10.0
1.05327148437, 0
1.05400390625, 0
1.05400390625, 10.0
1.05405273437, 10.0
1.05405273437, 0
1.05478515625, 0
1.05478515625, 10.0
1.05483398437, 10.0
1.05483398437, 0
1.05556640625, 0
1.05556640625, 10.0
1.05561523437, 10.0
1.05561523437, 0
1.05634765625, 0
1.05634765625, 10.0
1.05639648437, 10.0
1.05639648437, 0
1.05712890625, 0
1.05712890625, 10.0
1.05717773437, 10.0
1.05717773437, 0
1.05791015625, 0
1.05791015625, 10.0
1.05795898437, 10.0
1.05795898437, 0
1.05869140625, 0
1.05869140625, 10.0
1.05874023437, 10.0
1.05874023437, 0
1.05947265625, 0
1.05947265625, 10.0
1.05952148437, 10.0
1.05952148437, 0
1.06249023437, 0
1.06249023437, 10.0
1.06327148437, 10.0
1.06327148437, 10.0
1.06405273437, 10.0
1.06405273437, 10.0
1.06483398437, 10.0
1.06483398437, 10.0
1.06561523437, 10.0
1.06561523437, 10.0
1.06639648437, 10.0
1.06639648437, 10.0
1.06717773437, 10.0
1.06717773437, 10.0
1.06795898437, 10.0
1.06795898437, 10.0
1.06874023437, 10.0
1.06874023437, 10.0
1.06952148437, 10.0
1.06952148437, 10.0
1.07030273437, 10.0
1.07030273437, 10.0
1.07108398437, 10.0
1.07108398437, 10.0
1.07186523437, 10.0
1.07186523437, 10.0
1.07264648437, 10.0
1.07264648437, 10.0
1.07342773437, 10.0
1.07342773437, 10.0
1.07420898437, 10.0
1.07420898437, 10.0
1.07499023437, 10.0
1.07499023437, 10.0
1.07577148437, 10.0
1.07577148437, 10.0
1.07655273437, 10.0
1.07655273437, 10.0
1.07733398437, 10.0
1.07733398437, 10.0
1.07811523437, 10.0
1.07811523437, 10.0
1.07889648437, 10.0
1.07889648437, 10.0
1.07967773437, 10.0
1.07967773437, 10.0
1.0797265625, 10.0
1.0797265625, 10.0
1.07977539062, 10.0
1.07977539062, 10.0
1.07982421875, 10.0
